Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
HCA,"HCA Healthcare, Inc.",138.5,$46.86B,2011,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/hca
HCI,"HCI Group, Inc.",51.79,$413.52M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hci
HDB,HDFC Bank Limited,63.45,$116.44B,2001,Finance,Commercial Banks,https://old.nasdaq.com/symbol/hdb
HR,Healthcare Realty Trust Incorporated,30.51,$4.15B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hr
HTA,"Healthcare Trust of America, Inc.",26.48,$5.79B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hta
PEAK,"Healthpeak Properties, Inc.",28.08,$15.12B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/peak
HL,Hecla Mining Company,5.59,$2.96B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/hl
HL^B,Hecla Mining Company,52.4533,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/hl^b
HEI,Heico Corporation,115,$15.52B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/hei
HEI.A,Heico Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hei.a
HLX,"Helix Energy Solutions Group, Inc.",2.56,$384.41M,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/hlx
HP,"Helmerich & Payne, Inc.",15.15,$1.63B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/hp
HLF,Herbalife Nutrition Ltd.,48.49,$6.43B,2004,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/hlf
HRI,Herc Holdings Inc.,46.83,$1.37B,2016,n/a,n/a,https://old.nasdaq.com/symbol/hri
HCXY,"Hercules Capital, Inc.",26.5,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/hcxy
HCXZ,"Hercules Capital, Inc.",25.284,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/hcxz
HTGC,"Hercules Capital, Inc.",11.4,$1.31B,2012,n/a,n/a,https://old.nasdaq.com/symbol/htgc
HRTG,"Heritage Insurance Holdings, Inc.",9.06,$254.21M,2014,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hrtg
HT,Hersha Hospitality Trust,4.95,$192.01M,1999,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ht
HT^C,Hersha Hospitality Trust,16.16,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ht^c
HT^D,Hersha Hospitality Trust,14.89,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ht^d
HT^E,Hersha Hospitality Trust,14.69,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ht^e
HSY,Hershey Company (The),149.4,$31.08B,n/a,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/hsy
HES,Hess Corporation,36.49,$11.21B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/hes
HESM,Hess Midstream LP,15.82,$285.21M,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/hesm
HPE,Hewlett Packard Enterprise Company,9.19,$11.82B,2015,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/hpe
HXL,Hexcel Corporation,35.33,$2.95B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/hxl
HEXO,HEXO Corp.,0.8956,$432.97M,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/hexo
PCF,High Income Securities Fund,7.7,$42.85M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcf
HGLB,Highland Global Allocation Fund,5.04,$113.41M,2019,n/a,n/a,https://old.nasdaq.com/symbol/hglb
HFRO,Highland Income Fund,7.88,$562.71M,2017,n/a,n/a,https://old.nasdaq.com/symbol/hfro
HFRO^A,Highland Income Fund,25.3782,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hfro^a
HPR,HighPoint Resources Corporation,5.47,$23.55M,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/hpr
HIW,"Highwoods Properties, Inc.",29.9,$3.11B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hiw
HIL,"Hill International, Inc.",1.36,$76.25M,2018,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/hil
HI,Hillenbrand Inc,29.89,$2.23B,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/hi
HRC,Hill-Rom Holdings Inc,92.62,$6.17B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/hrc
HTH,Hilltop Holdings Inc.,23.04,$2.08B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/hth
HGV,Hilton Grand Vacations Inc.,23.91,$2.03B,2016,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/hgv
HLT,Hilton Worldwide Holdings Inc.,92.84,$25.75B,2016,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/hlt
HNI,HNI Corporation,33.28,$1.42B,n/a,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/hni
HMLP,Hoegh LNG Partners LP,11.2,$372.81M,2014,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/hmlp
HMLP^A,Hoegh LNG Partners LP,24.05,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hmlp^a
HEP,"Holly Energy Partners, L.P.",10.48,$1.11B,2004,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/hep
HFC,HollyFrontier Corporation,17.57,$2.85B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/hfc
HD,"Home Depot, Inc. (The)",284.24,$305.97B,n/a,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/hd
HMC,"Honda Motor Company, Ltd.",26.36,$45.51B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/hmc
HON,Honeywell International Inc.,184.27,$129.3B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/hon
HMN,Horace Mann Educators Corporation,35.15,$1.46B,1991,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hmn
HZAC,Horizon Acquisition Corporation,9.74,$667.96M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/hzac
HZAC.U,Horizon Acquisition Corporation,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/hzac.u
HZAC.WS,Horizon Acquisition Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hzac.ws
HZON.U,Horizon Acquisition Corporation II,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/hzon.u
HZN,Horizon Global Corporation,6.1,$157.33M,2015,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/hzn
HTFA,Horizon Technology Finance Corporation,25.6715,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/htfa
HRL,Hormel Foods Corporation,49.9,$26.93B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/hrl
HLI,"Houlihan Lokey, Inc.",63.87,$4.46B,2015,Finance,Investment Managers,https://old.nasdaq.com/symbol/hli
HOV,Hovnanian Enterprises Inc,36.04,$221.36M,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/hov
HHC,Howard Hughes Corporation (The),65.15,$3.58B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hhc
HWM,Howmet Aerospace Inc.,18.85,$8.22B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/hwm
HPQ,HP Inc.,19.25,$26.44B,n/a,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/hpq
HPX,HPX Corp.,9.75,$308.34M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/hpx
HPX.U,HPX Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/hpx.u
HPX.WS,HPX Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hpx.ws
HSBC,HSBC Holdings plc,22.28,$90.76B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/hsbc
HSBC^A,HSBC Holdings plc,25.97,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hsbc^a
HMI,Huami Corporation,12.76,$790.48M,2018,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/hmi
HNP,"Huaneng Power International, Inc.",15.46,$6.07B,1994,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/hnp
HUBB,Hubbell Inc,153.49,$8.32B,2015,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/hubb
HUBS,"HubSpot, Inc.",380.05,$17.32B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/hubs
HBM,Hudbay Minerals Inc.,5.36,$1.4B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/hbm
HUD,Hudson Ltd.,7.66,$708.08M,2018,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/hud
HPP,"Hudson Pacific Properties, Inc.",19.9,$3.03B,2010,Finance,Real Estate,https://old.nasdaq.com/symbol/hpp
HUM,Humana Inc.,432.55,$57.24B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/hum
HCFT,"Hunt Companies Finance Trust, Inc.",2.65,$66.1M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hcft
HII,"Huntington Ingalls Industries, Inc.",152.72,$6.18B,n/a,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/hii
HUN,Huntsman Corporation,24.4,$5.39B,2005,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/hun
HUYA,HUYA Inc.,22,$4.89B,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/huya
H,Hyatt Hotels Corporation,56.36,$5.55B,2009,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/h
HYLN,Hyliion Holdings Corp.,22.58,$3.48B,2019,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/hyln
HYLN.WS,Hyliion Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hyln.ws
HY,"Hyster-Yale Materials Handling, Inc.",47.99,$806.49M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/hy
IAA,"IAA, Inc.",61.38,$8.25B,2019,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/iaa
IAG,Iamgold Corporation,3.84,$1.82B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/iag
IBN,ICICI Bank Limited,12.13,$41.83B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ibn
ICL,ICL Group Ltd.,3.62,$4.64B,2014,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/icl
IDA,"IDACORP, Inc.",90.29,$4.56B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ida
IEX,IDEX Corporation,183.02,$13.86B,1989,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/iex
IDT,IDT Corporation,8.32,$211.96M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/idt
INFO,IHS Markit Ltd.,88.5,$35.25B,1996,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/info
IH,iHuman Inc.,21.68,$1.13B,2020,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ih
ITW,Illinois Tool Works Inc.,209.42,$66.29B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itw
IMAX,Imax Corporation,11.82,$695.74M,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/imax
ICD,"Independence Contract Drilling, Inc.",2.34,$12.12M,2014,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/icd
IHC,Independence Holding Company,40.01,$586.51M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/ihc
IRT,"Independence Realty Trust, Inc.",12.61,$1.2B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/irt
IFN,"India Fund, Inc. (The)",17.2,$462.76M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ifn
IBA,"Industrias Bachoco, S.A. de C.V.",38.56,$1.93B,1997,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/iba
INFY,Infosys Limited,14.93,$63.33B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/infy
ING,"ING Group, N.V.",7.14,$27.85B,1997,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ing
IR,Ingersoll Rand Inc.,40.25,$16.79B,2017,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ir
NGVT,Ingevity Corporation,59.15,$2.44B,2016,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ngvt
INGR,Ingredion Incorporated,69.25,$4.64B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ingr
IIPR,"Innovative Industrial Properties, Inc.",152.38,$3.31B,2016,Finance,Real Estate,https://old.nasdaq.com/symbol/iipr
IIPR^A,"Innovative Industrial Properties, Inc.",29.71,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iipr^a
INSI,Insight Select Income Fund,20.68,$221.48M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/insi
NSP,"Insperity, Inc.",86.93,$3.33B,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/nsp
INSP,"Inspire Medical Systems, Inc.",167.99,$4.52B,1998,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/insp
IBP,"Installed Building Products, Inc.",94.48,$2.82B,2014,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/ibp
ITGR,Integer Holdings Corporation,56.99,$1.87B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itgr
ICE,Intercontinental Exchange Inc.,100.66,$56.5B,2005,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ice
IHG,Intercontinental Hotels Group,55.18,$10.08B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/ihg
IFS,Intercorp Financial Services Inc.,20.3,$2.34B,2019,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ifs
IBM,International Business Machines Corporation,114.04,$101.62B,n/a,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/ibm
IFF,"International Flavors & Fragrances, Inc.",108.56,$11.61B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/iff
IFFT,"International Flavors & Fragrances, Inc.",40.54,n/a,2018,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ifft
IGT,International Game Technology,9.08,$1.86B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/igt
IP,International Paper Company,46.49,$18.28B,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/ip
INSW,"International Seaways, Inc.",14.55,$407.16M,2016,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/insw
INSW^A,"International Seaways, Inc.",25.47,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/insw^a
IPV,InterPrivate Acquisition Corp.,10.12,$314.28M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ipv
IPV.U,InterPrivate Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipv.u
IPV.WS,InterPrivate Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ipv.ws
IPG,"Interpublic Group of Companies, Inc. (The)",18.99,$7.41B,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/ipg
IPI,"Intrepid Potash, Inc",8.76,$116.46M,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/ipi
IVC,Invacare Corporation,7.75,$266.74M,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ivc
VBF,Invesco Bond Fund,19.85,$226.02M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vbf
VCV,Invesco California Value Municipal Income Trust,12.38,$592.57M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vcv
VTA,Invesco Credit Opportunities Fund,9.56,$602.09M,2007,n/a,n/a,https://old.nasdaq.com/symbol/vta
IHIT,Invesco High Income 2023 Target Term Fund,7.95,$191.05M,2016,n/a,n/a,https://old.nasdaq.com/symbol/ihit
IHTA,Invesco High Income 2024 Target Term Fund,7.9528,$69.81M,2017,n/a,n/a,https://old.nasdaq.com/symbol/ihta
VLT,Invesco High Income Trust II,12.59,$81.77M,1989,n/a,n/a,https://old.nasdaq.com/symbol/vlt
IVR,INVESCO MORTGAGE CAPITAL INC,2.87,$520.55M,2009,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ivr
IVR^B,INVESCO MORTGAGE CAPITAL INC,21,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ivr^b
IVR^C,INVESCO MORTGAGE CAPITAL INC,20.565,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ivr^c
IVR^A,Invesco Mortgage Capital Inc.,21.34,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ivr^a
OIA,Invesco Municipal Income Opportunities Trust,7.4,$351.9M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/oia
VMO,Invesco Municipal Opportunity Trust,12.51,$843.36M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vmo
VKQ,Invesco Municipal Trust,12.42,$687.08M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vkq
VPV,Invesco Pennsylvania Value Municipal Income Trust,12.192,$290.53M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vpv
IVZ,Invesco Plc,13.88,$6.38B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ivz
IQI,Invesco Quality Municipal Income Trust,12.52,$662.11M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iqi
VVR,Invesco Senior Income Trust,3.66,$560.09M,1998,n/a,n/a,https://old.nasdaq.com/symbol/vvr
VTN,Invesco Trust  for Investment Grade New York Municipal,12.34,$240.36M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vtn
VGM,Invesco Trust for Investment Grade Municipals,12.73,$690.29M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vgm
IIM,Invesco Value Municipal Income Trust,15.08,$709.61M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iim
IRET,Investors Real Estate Trust,67.43,$874.96M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/iret
IRET^C,Investors Real Estate Trust,25.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iret^c
NVTA,Invitae Corporation,44.76,$7.98B,2015,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/nvta
INVH,Invitation Homes Inc.,28.97,$16.24B,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/invh
IACA,ION Acquisition Corp 1 Ltd.,10.07,$260.56M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/iaca
IACA.U,ION Acquisition Corp 1 Ltd.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/iaca.u
IACA.WS,ION Acquisition Corp 1 Ltd.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iaca.ws
IO,Ion Geophysical Corporation,1.46,$21.91M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/io
IQV,"IQVIA Holdings, Inc.",171.44,$32.87B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/iqv
IRM,Iron Mountain Incorporated,26.81,$7.73B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/irm
IRS,IRSA Inversiones Y Representaciones S.A.,3.91,$226.26M,n/a,Consumer Services,Homebuilding,https://old.nasdaq.com/symbol/irs
STAR          ,iStar Inc.,11.55,$867.9M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/star
STAR^D,iStar Inc.,25.2,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/star^d
STAR^G,iStar Inc.,24.8615,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/star^g
STAR^I,iStar Inc.,24.855,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/star^i
ITCB,Ita? CorpBanca,4.06,$1.39B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/itcb
ITUB,Itau Unibanco Banco Holding SA,4.74,$46.27B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/itub
ITT,ITT Inc.,64.75,$5.59B,2011,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/itt
IVH,Ivy High Income Opportunities Fund,12.15,$201.33M,2013,n/a,n/a,https://old.nasdaq.com/symbol/ivh
JPM,J P Morgan Chase & Co,102.96,$313.84B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm
JPM^C,J P Morgan Chase & Co,27.83,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jpm^c
JPM^D,J P Morgan Chase & Co,27.39,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jpm^d
JPM^G,J P Morgan Chase & Co,25.36,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jpm^g
JPM^H,J P Morgan Chase & Co,25.41,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm^h
JPM^J,J P Morgan Chase & Co,26.46,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm^j
JAX,"J. Alexander&#39;s Holdings, Inc.",6.03,$90.52M,2015,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/jax
JILL,"J. Jill, Inc.",0.6914,$33.26M,2017,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/jill
SJM,J.M. Smucker Company (The),116.62,$13.3B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/sjm
JBL,Jabil Inc.,35.94,$5.37B,1993,Technology,Electrical Products,https://old.nasdaq.com/symbol/jbl
J,Jacobs Engineering Group Inc.,97.61,$12.71B,n/a,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/j
JHX,James Hardie Industries plc.,26.93,$11.96B,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/jhx
JHG,Janus Henderson Group plc,25.35,$4.6B,2017,Finance,Investment Managers,https://old.nasdaq.com/symbol/jhg
JOF,Japan Smaller Capitalization Fund Inc,8.48,$240.27M,1990,n/a,n/a,https://old.nasdaq.com/symbol/jof
JWS,Jaws Acquisition Corp.,10.04,$865.95M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/jws
JWS.U,Jaws Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/jws.u
JWS.WS,Jaws Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jws.ws
JBGS,JBG SMITH Properties,23.7,$3.14B,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/jbgs
JEF,Jefferies Financial Group Inc.,20.97,$5.33B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jef
JELD,"JELD-WEN Holding, Inc.",22.58,$2.27B,2017,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/jeld
JT,Jianpu Technology Inc.,3.08,$65.09M,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/jt
JKS,JinkoSolar Holding Company Limited,65.33,$2.91B,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/jks
JMP,JMP Group LLC,2.41,$47.32M,2007,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jmp
JBT,John Bean Technologies Corporation,86.49,$2.74B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/jbt
BTO,John Hancock Financial Opportunities Fund,23.11,$432.63M,1994,n/a,n/a,https://old.nasdaq.com/symbol/bto
HEQ,John Hancock Hedged Equity & Income Fund,10.17,$124.32M,2011,n/a,n/a,https://old.nasdaq.com/symbol/heq
JHS,John Hancock Income Securities Trust,15.73,$183.2M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jhs
JHI,John Hancock Investors Trust,16.08,$140.01M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jhi
HPF,John Hancock Pfd Income Fund II,17.92,$383M,2002,n/a,n/a,https://old.nasdaq.com/symbol/hpf
HPI,John Hancock Preferred Income Fund,18.52,$485.08M,2002,n/a,n/a,https://old.nasdaq.com/symbol/hpi
HPS,John Hancock Preferred Income Fund III,16.48,$522.37M,2003,n/a,n/a,https://old.nasdaq.com/symbol/hps
PDT,John Hancock Premium Dividend Fund,13.06,$635.29M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pdt
HTD,John Hancock Tax Advantaged Dividend Income Fund,19.73,$698.46M,2004,n/a,n/a,https://old.nasdaq.com/symbol/htd
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,5.06,$55.22M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hty
JW.A,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jw.a
JW.B,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jw.b
JNJ,Johnson & Johnson,142.25,$374.48B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/jnj
JCI,Johnson Controls International plc,43.74,$31.76B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/jci
JLL,Jones Lang LaSalle Incorporated,116.75,$5.99B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/jll
JMIA,Jumia Technologies AG,18.95,$1.49B,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/jmia
JIH,"Juniper Industrial Holdings, Inc.",9.96,$429.53M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/jih
JIH.U,"Juniper Industrial Holdings, Inc.",n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/jih.u
JIH.WS,"Juniper Industrial Holdings, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jih.ws
JNPR,"Juniper Networks, Inc.",20.59,$6.79B,1999,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/jnpr
JP,Jupai Holdings Limited,1.77,$59.67M,2015,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/jp
JE,"Just Energy Group, Inc.",4.98,$230.62M,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/je
LRN,K12 Inc,25.03,$1.04B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/lrn
KAI,Kadant Inc,121.78,$1.4B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kai
KAMN,Kaman Corporation,42.03,$1.16B,n/a,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/kamn
KSU,Kansas City Southern,183.43,$17.17B,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/ksu
KSU^,Kansas City Southern,30.436,n/a,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/ksu^
